indice,data,preco_real,preco_previsto,erro_percentual
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
14401,2025-06-10 02:00:00+00:00,109568.02,109726.055,0.14423119
